NU_INSCRICAO;NU_ANO;NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;IDADE;TP_SEXO;ST_CONCLUSAO;ANO_CONCLUIU;TP_ESCOLA;IN_TP_ENSINO;TP_COR_RACA;NOTA_CN;NOTA_CH;NOTA_LC;NOTA_MT;NU_NOTA_REDACAO;Q003
140000000001;2014;SAO BERNARDO DO CAMPO;SP;18;F;1;2013;1;1;1;536.9;570.2;576.1;478.3;560;E
140000000002;2014;CONTAGEM;MG;24;M;4;;;;2;458.2;519.5;525.8;484.2;240;C
140000000003;2014;SAO PAULO;SP;19;M;1;2012;1;1;2;575.9;634.7;541.5;617.6;600;K
140000000004;2014;SAO PAULO;SP;18;F;1;2013;1;1;1;482.6;475.8;499.7;381.3;640;C
140000000005;2014;VITORIA DA CONQUISTA;BA;45;M;1;2004;2;1;1;612.6;700.7;596.5;648.2;580;F
140000000006;2014;ITAGUAI;RJ;34;F;1;2004;1;1;3;552.7;587.3;538.7;489.3;540;C
140000000007;2014;CURITIBA;PR;21;M;1;2009;1;1;3;595.9;680.4;604.8;660.4;600;C
140000000008;2014;JUAZEIRO DO NORTE;CE;39;M;1;2004;1;1;1;581.5;597;535.7;516.1;540;C
140000000009;2014;ARAGUARI;MG;19;M;1;2012;1;1;1;518.8;569.8;561;623.2;640;F
140000000010;2014;SAO PAULO;SP;38;M;1;2004;1;1;1;506.8;650.9;;;0;C
140000000011;2014;BRASILIA;DF;22;F;1;2010;2;1;1;657;693.5;647.4;660.6;720;H
140000000012;2014;PELOTAS;RS;24;F;1;2007;1;1;1;448.9;556.8;549.1;545;500;E
140000000013;2014;RIO DE JANEIRO;RJ;20;F;1;2012;1;1;1;503.3;619;553.2;568.3;520;B
140000000014;2014;TERESINA;PI;48;M;1;2004;2;1;3;;;;;0;H
140000000015;2014;RIO GRANDE;RS;34;F;1;2004;1;2;2;;;;;0;C
140000000016;2014;SALVADOR;BA;32;F;1;2013;1;2;3;416.9;452.8;452.9;0;0;C
140000000017;2014;CAMPO GRANDE;MS;25;F;1;2006;1;1;3;404.9;556.9;561.3;448.8;600;C
140000000018;2014;JUAZEIRO;BA;27;M;1;2006;2;1;0;675.3;646.8;566.5;869;820;E
140000000019;2014;LONDRINA;PR;37;F;1;2004;1;1;1;;;;;0;F
140000000020;2014;CURITIBA;PR;20;M;1;2012;1;1;1;354.7;456.1;;;0;B
140000000021;2014;UBERLANDIA;MG;33;F;1;2011;1;2;3;;;;;0;E
140000000022;2014;SANTA MARIA;RS;19;F;4;;;;3;355.6;536.9;495.2;474.6;500;B
140000000023;2014;VOLTA REDONDA;RJ;18;M;1;2013;1;1;1;;;;;0;B
140000000024;2014;GOIANIA;GO;39;F;4;;;;1;;;;;0;I
140000000025;2014;SALVADOR;BA;24;F;1;2008;1;1;3;;;;;0;F
140000000026;2014;RIO BRANCO;AC;20;F;1;2011;1;1;3;549.7;539.2;537.7;478.2;560;D
140000000027;2014;VALPARAISO DE GOIAS;GO;21;F;1;2011;1;1;1;482.9;635.9;576.2;457.1;600;E
140000000028;2014;JABOATAO DOS GUARARAPES;PE;25;F;1;2006;1;1;3;451.2;449.3;429.1;505.3;440;C
140000000029;2014;TERESINA;PI;26;F;1;2009;1;1;3;425.8;409.7;512.3;365.8;280;C
140000000030;2014;FORTALEZA;CE;22;F;4;;;;3;452.5;521.7;465.4;437.6;520;B
140000000031;2014;CABO FRIO;RJ;28;M;1;2004;1;1;2;441.8;593.8;;;0;H
140000000032;2014;BRASILIA;DF;40;M;1;2004;1;4;0;402.3;548;407.3;326.9;560;C
140000000033;2014;CASCAVEL;PR;20;F;4;;;;1;435.3;601;534.5;376.9;440;C
140000000034;2014;RIO CLARO;SP;19;F;1;2013;1;1;2;541.3;595.2;;;0;B
140000000035;2014;NOVO GAMA;GO;21;F;1;2010;1;1;3;471.6;568.6;572.1;602.6;440;F
140000000036;2014;BRASILIA;DF;21;F;1;2010;1;1;2;;;;;0;E
140000000037;2014;CAMARAGIBE;PE;17;M;2;;1;1;2;504.9;587.3;513;442.1;460;C
140000000038;2014;IMPERATRIZ;MA;18;F;1;2013;2;1;3;566.5;578.7;550.7;400.9;620;J
140000000039;2014;SANTA BARBARA D OESTE;SP;25;F;1;2006;1;1;1;569;632.7;570.1;492.6;880;G
140000000040;2014;RECIFE;PE;20;F;1;2012;2;1;1;;;;;0;H
140000000041;2014;BETIM;MG;23;M;1;2009;2;1;1;;;;;0;C
140000000042;2014;OSASCO;SP;26;M;1;2005;1;1;1;;;;;0;C
140000000043;2014;MACEIO;AL;37;M;1;2004;1;1;3;527.9;590.6;487.8;434.2;300;D
140000000044;2014;ILHEUS;BA;36;F;1;2004;1;2;3;;;;;0;A
140000000045;2014;GARANHUNS;PE;17;M;2;;1;1;3;484.7;554.3;518.7;405.2;480;B
140000000046;2014;MONTES CLAROS;MG;20;M;1;2011;1;1;3;;;;;0;E
140000000047;2014;ANANINDEUA;PA;23;M;1;2010;1;1;2;490.3;643.5;583.7;602.4;760;D
140000000048;2014;BELO HORIZONTE;MG;20;M;1;2012;1;1;1;464.5;594.8;520.4;610.9;420;F
140000000049;2014;JABOATAO DOS GUARARAPES;PE;20;F;1;2011;1;1;3;395;483.4;418.4;460.3;440;C
140000000050;2014;PETROPOLIS;RJ;28;F;1;2005;1;1;1;586;577.7;562.7;528.5;760;F
140000000051;2014;RIO DE JANEIRO;RJ;20;M;1;2012;2;1;3;463.8;555.7;532.4;404.3;580;C
140000000052;2014;VARZEA GRANDE;MT;36;M;1;2013;2;2;3;;;;;0;B
140000000053;2014;CAMPO GRANDE;MS;32;F;1;2004;1;2;0;504.3;603.3;524.6;561.2;500;B
140000000054;2014;MACAE;RJ;20;F;1;2012;1;1;3;562;593.8;573;557.7;640;D
140000000055;2014;SAO PAULO;SP;30;M;1;2004;1;1;1;;;;;0;F
140000000056;2014;SAO PAULO;SP;23;F;1;2009;1;1;1;;;;;0;F
140000000057;2014;BRASILIA;DF;27;M;1;2010;2;4;3;583.4;597.1;595.3;544.4;560;C
140000000058;2014;TERESINA;PI;27;F;1;2006;1;1;3;390.9;433.6;483.4;425.5;200;C
140000000059;2014;BRASILIA;DF;34;F;4;;;;3;;;;;0;B
140000000060;2014;SUMARE;SP;19;M;1;2013;1;1;2;;;;;0;E
140000000061;2014;BELO HORIZONTE;MG;19;F;1;2013;1;1;3;637.8;651;589;677.4;700;D
140000000062;2014;FEIRA DE SANTANA;BA;19;M;1;2013;2;1;3;603.5;659.3;614.6;476.9;500;N
140000000063;2014;SERRA;ES;18;F;2;;1;1;3;398.7;560.4;485;383.8;500;E
140000000064;2014;LONDRINA;PR;34;F;4;;;;1;;;;;0;C
140000000065;2014;MACEIO;AL;23;M;1;2008;1;1;3;474;472.1;390.3;364.1;280;C
140000000066;2014;ARAPIRACA;AL;30;F;1;2004;2;2;3;388.1;371;418;338.6;460;B
140000000067;2014;BRASILIA;DF;20;F;1;2012;1;1;3;;;;;0;I
140000000068;2014;BELEM;PA;18;M;1;2013;1;1;1;553.4;626.4;608;543.8;580;C
140000000069;2014;RIO DE JANEIRO;RJ;19;M;1;2012;2;1;1;680.5;683.3;606.8;621.7;920;O
140000000070;2014;CORUMBA;MS;23;M;1;2010;1;1;4;;;;;0;B
140000000071;2014;SALTO;SP;18;F;2;;1;1;1;548.7;625;593.8;528.4;800;B
140000000072;2014;HORTOLANDIA;SP;35;F;1;2012;1;2;1;422.9;552.9;544.2;522.1;260;B
140000000073;2014;MACEIO;AL;30;M;4;;;;2;448.4;597;497.6;431.3;500;B
140000000074;2014;DIVINOPOLIS;MG;20;M;1;2013;1;1;1;658.9;657.3;622.8;721.8;680;P
140000000075;2014;SANTO ANDRE;SP;21;M;1;2011;2;1;1;544.2;662.8;587.1;583.7;560;D
140000000076;2014;MACEIO;AL;36;F;1;2004;1;1;1;591.8;617.5;588.7;628.6;760;D
140000000077;2014;FORTALEZA;CE;20;F;1;2011;1;1;3;407;573.7;530.7;394;640;G
140000000078;2014;CAMACARI;BA;20;F;1;2010;2;1;3;356.7;570.1;566.5;355.6;600;D
140000000079;2014;EMBU DAS ARTES;SP;30;F;2;;1;2;3;414.7;544;491.6;324.6;600;F
140000000080;2014;BAGE;RS;20;F;1;2011;1;1;1;461.2;541.8;529.4;483.1;340;H
140000000081;2014;SALVADOR;BA;18;F;1;2013;1;1;2;;;;;0;D
140000000082;2014;RECIFE;PE;36;F;1;2004;1;1;1;;;;;0;D
140000000083;2014;SAO PAULO;SP;48;M;1;2004;1;2;3;;;;;0;C
140000000084;2014;MANAUS;AM;20;F;1;2011;1;1;3;;;;;0;C
140000000085;2014;BARRO;CE;32;M;1;2004;1;1;1;;;;;0;C
140000000086;2014;RECIFE;PE;18;F;1;2013;2;1;1;530.5;597.8;572.5;503.6;680;J
140000000087;2014;FORTALEZA;CE;18;F;1;2013;1;1;3;494.7;631.9;599;545;600;C
140000000088;2014;PORTO VELHO;RO;17;M;2;;1;1;1;466.6;480.2;433.7;447.8;280;F
140000000089;2014;RIO DE JANEIRO;RJ;17;M;2;;2;1;1;622.9;660.9;603.1;634.8;640;M
140000000090;2014;JOAO PESSOA;PB;17;F;3;;;;3;442.2;453.7;514.3;487;340;C
140000000091;2014;SAO JOSE DO RIO PRETO;SP;32;M;1;2004;1;1;1;511.9;536;520;542;320;E
140000000092;2014;RECIFE;PE;25;F;1;2006;1;1;3;;;;;0;C
140000000093;2014;RIO DE JANEIRO;RJ;17;F;2;;1;1;3;535;632.3;602.3;458;660;G
140000000094;2014;SAO PAULO;SP;22;F;1;2010;1;1;2;;;;;0;D
140000000095;2014;CURITIBA;PR;25;M;1;2010;1;2;1;602.1;672.8;591.8;584.5;580;E
140000000096;2014;SAO GONCALO;RJ;18;F;3;;;;3;363.4;532;489.2;417.6;480;C
140000000097;2014;PORTO ALEGRE;RS;39;M;1;2004;2;2;2;461.7;650.7;579.3;342.6;480;D
140000000098;2014;CAMPINA GRANDE;PB;45;M;1;2004;1;1;1;470.2;601.8;583.8;379.7;640;B
140000000099;2014;CAMPO GRANDE;MS;37;M;1;2004;1;1;4;528.4;554.8;478.7;507.9;460;C
140000000100;2014;JUAZEIRO DO NORTE;CE;23;M;2;;1;2;1;;;;;0;B
140000000101;2014;UBERLANDIA;MG;24;F;1;2007;1;1;5;457.1;560.7;547.1;415.9;380;B
140000000102;2014;SALVADOR;BA;20;M;2;;1;1;2;466.4;439.7;;;0;B
140000000103;2014;FORTALEZA;CE;26;M;1;2005;1;1;2;;;;;0;E
140000000104;2014;ANANINDEUA;PA;27;F;4;;;;1;454.5;521.3;436.1;365.9;660;C
140000000105;2014;SAO LUIS;MA;19;F;1;2013;1;1;1;456.4;564.7;533.4;360.7;380;D
140000000106;2014;AGUAS LINDAS DE GOIAS;GO;18;F;2;;1;1;1;443.2;378.7;364.2;342.2;220;A
140000000107;2014;BRASILIA;DF;48;M;1;2004;2;1;1;;;;;0;O
140000000108;2014;SALVADOR;BA;17;F;2;;1;1;3;449.5;516.1;485.5;499.5;540;B
140000000109;2014;CAMPO GRANDE;MS;22;F;1;2010;1;1;1;437.2;626;;;0;G
140000000110;2014;ITATIBA;SP;25;F;1;2006;1;1;1;410;509.7;530.1;472.8;660;G
140000000111;2014;VARZEA GRANDE;MT;25;M;1;2006;1;1;3;447;599.8;548.2;545.5;580;D
140000000112;2014;GOIANIA;GO;19;F;1;2012;1;1;3;496.7;491.6;504.8;487.1;500;C
140000000113;2014;SUMARE;SP;24;F;1;2007;2;1;1;;;;;0;F
140000000114;2014;ANANINDEUA;PA;21;F;1;2010;2;1;3;578.4;637.8;520;571;860;B
140000000115;2014;FORTALEZA;CE;23;M;1;2011;2;1;3;553.2;618.6;594.6;589.5;560;D
140000000116;2014;ANANINDEUA;PA;16;F;3;;;;3;490.6;535.7;498.6;434.4;340;D
140000000117;2014;PELOTAS;RS;22;M;1;2011;1;1;2;483;542.5;532.5;366.4;380;B
140000000118;2014;QUIXADA;CE;20;M;1;2012;1;1;3;463.3;536.1;449.6;439.6;0;F
140000000119;2014;SAO PAULO;SP;23;F;4;;;;1;;;;;0;C
140000000120;2014;JUIZ DE FORA;MG;20;F;2;;1;2;2;472.5;509.6;518;400.9;240;D
140000000121;2014;URUGUAIANA;RS;19;F;1;2013;1;1;1;;;;;0;E
140000000122;2014;ARARAS;SP;20;M;1;2012;1;1;1;522.8;635.1;595.3;523;580;D
140000000123;2014;ANAPOLIS;GO;19;F;1;2012;1;1;1;468.3;523.6;532.5;431.1;360;E
140000000124;2014;VITORIA DA CONQUISTA;BA;29;M;1;2011;1;2;1;;;;;0;D
140000000125;2014;CONTAGEM;MG;20;F;1;2012;1;1;3;419;391.6;477;497.7;360;D
140000000126;2014;SAO ROQUE;SP;26;F;1;2006;1;1;1;;;;;0;C
140000000127;2014;VIANA;ES;50;F;1;2004;1;1;2;509.9;590.8;502.1;413.6;440;C
140000000128;2014;BELO HORIZONTE;MG;17;M;3;;;;1;659.5;654.8;601;784.9;680;Q
140000000129;2014;MARACANAU;CE;18;F;1;2013;2;1;1;592.9;580.6;605.5;548.5;540;I
140000000130;2014;RECIFE;PE;17;F;2;;2;1;1;626.9;736.9;606.4;597.7;980;O
140000000131;2014;TERESINA;PI;37;F;1;2004;1;1;3;387;526.2;566.8;505.7;440;D
140000000132;2014;FORTALEZA;CE;26;F;1;2007;1;1;3;512.8;617.5;626;479.3;600;F
140000000133;2014;GOVERNADOR VALADARES;MG;18;M;4;;;;3;382.6;406.9;;;0;B
140000000134;2014;BRASILIA;DF;32;F;1;2004;1;1;2;444.4;562.7;435.5;467.9;0;E
140000000135;2014;JABOATAO DOS GUARARAPES;PE;30;M;1;2004;1;1;1;;;;;0;B
140000000136;2014;BARUERI;SP;24;M;4;;;;2;438.4;546.5;484.9;490.5;500;G
140000000137;2014;SAO PAULO;SP;19;F;1;2013;1;1;1;;;;;0;C
140000000138;2014;CAJAMAR;SP;23;F;4;;;;1;493;543.8;367.3;477.2;720;C
140000000139;2014;MACAPA;AP;18;M;3;;;;1;;;;;0;B
140000000140;2014;FORTALEZA;CE;16;F;3;;;;3;590.7;585.9;524;517.2;480;D
140000000141;2014;BETIM;MG;19;F;1;2013;1;1;1;;;;;0;E
140000000142;2014;MONTES CLAROS;MG;21;M;1;2011;2;1;3;590.7;615.3;575;654;540;C
140000000143;2014;NATAL;RN;20;F;1;2011;2;1;1;;;;;0;D
140000000144;2014;GUARULHOS;SP;20;F;1;2009;1;1;3;470.1;585.6;519.5;411;620;C
140000000145;2014;ITAGUAI;RJ;20;M;1;2011;1;1;3;578.6;617.4;618.6;661.3;580;D
140000000146;2014;SAO LUIS;MA;34;F;1;2004;1;1;0;498.4;534.9;407.3;459.1;220;D
140000000147;2014;FEIRA DE SANTANA;BA;19;M;1;2013;2;1;3;681.7;690.9;543;721.7;720;H
140000000148;2014;SAO LEOPOLDO;RS;21;F;1;2013;1;1;1;430.6;619.1;580;527.7;640;D
140000000149;2014;SAO PAULO;SP;17;M;2;;1;1;1;482.8;582.7;547.1;569.3;560;E
140000000150;2014;ITAPEVI;SP;23;M;4;;;;3;443.6;561.9;482;549.2;340;F
140000000151;2014;CURITIBA;PR;16;F;3;;;;1;490.3;575.3;522.2;461.2;480;P
140000000152;2014;RIO BRANCO;AC;29;F;1;2004;1;1;3;;;;;0;C
140000000153;2014;BELEM;PA;41;M;1;2013;1;1;3;;;;;0;C
140000000154;2014;RECIFE;PE;18;M;1;2013;1;1;1;460.6;479.4;459;522.5;540;C
140000000155;2014;SAO ROQUE;SP;29;M;1;2004;1;1;3;491.4;588;529.4;567.9;640;F
140000000156;2014;ITAPECERICA DA SERRA;SP;20;M;1;2012;1;1;1;536.1;425.3;500.7;508.9;240;H
140000000157;2014;CORUMBA;MS;28;F;1;2013;1;1;3;426;431;432.6;384.5;320;C
140000000158;2014;TABOAO DA SERRA;SP;41;M;1;2004;1;1;3;;;;;0;D
140000000159;2014;RECIFE;PE;34;F;1;2004;1;1;3;;;;;0;B
140000000160;2014;MARINGA;PR;26;M;1;2009;1;1;3;538.2;610.2;439;570.5;500;H
140000000161;2014;OSASCO;SP;27;F;1;2004;1;1;1;;;;;0;C
140000000162;2014;BELEM;PA;37;F;1;2004;2;1;3;;;;;0;J
140000000163;2014;SAO PAULO;SP;26;F;1;2009;1;1;3;467.9;539.2;495.3;338.9;580;H
140000000164;2014;BRASILIA;DF;27;F;4;;;;3;;;;;0;B
140000000165;2014;JOAO PESSOA;PB;22;F;1;2011;2;2;3;509.2;601;531.9;499.6;767;F
140000000166;2014;MONTES CLAROS;MG;18;F;1;2013;1;1;1;552.2;603.2;560.7;606.8;440;G
140000000167;2014;UBERLANDIA;MG;34;F;1;2004;1;1;1;;;;;0;B
140000000168;2014;DOURADOS;MS;21;F;1;2010;1;1;3;;;;;0;C
140000000169;2014;PORTO VELHO;RO;17;M;2;;1;1;3;428.7;518;556.6;387;460;C
140000000170;2014;SALVADOR;BA;25;M;1;2008;1;1;2;413.3;616.6;546.5;461.1;620;C
140000000171;2014;BELO HORIZONTE;MG;33;F;1;2004;1;1;3;;;;;0;F
140000000172;2014;SERRA;ES;25;M;1;2007;1;1;3;605.6;627.5;551.9;467.7;560;C
140000000173;2014;SAO PAULO;SP;17;M;3;;;;2;;;;;0;B
140000000174;2014;SAO PAULO;SP;18;M;1;2013;1;1;1;538.6;566.7;500;553.6;440;H
140000000175;2014;CANDEIAS;BA;25;F;1;2008;1;1;1;;;;;0;C
140000000176;2014;SAO GONCALO;RJ;18;F;1;2013;2;1;1;514.1;558.8;565.2;484.1;540;J
140000000177;2014;ITABUNA;BA;34;F;1;2004;2;1;1;;;;;0;C
140000000178;2014;TERESINA;PI;49;F;1;2004;1;1;3;494.8;498;529.5;332.7;460;C
140000000179;2014;CAMPINA GRANDE;PB;33;F;1;2004;1;1;3;379.8;505.4;476;351.6;260;B
140000000180;2014;CAMPO GRANDE;MS;26;F;1;2005;1;1;3;;;;;0;C
140000000181;2014;RIO DE JANEIRO;RJ;22;M;1;2008;1;1;1;;;;;0;I
140000000182;2014;JAPERI;RJ;19;F;2;;1;1;2;;;;;0;B
140000000183;2014;BLUMENAU;SC;32;M;2;;1;2;1;;;;;0;C
140000000184;2014;SAO PAULO;SP;17;M;2;;1;1;2;405.9;538.5;536.7;493.8;480;C
140000000185;2014;FORTALEZA;CE;28;F;1;2004;2;1;3;;;;;0;G
140000000186;2014;RIBEIRAO PRETO;SP;26;F;4;;;;1;;;;;0;D
140000000187;2014;JOAO PESSOA;PB;21;F;1;2012;1;2;1;449.1;557.7;451;395.7;400;B
140000000188;2014;JUIZ DE FORA;MG;21;M;1;2012;1;1;1;476.5;604.7;571.7;480.7;380;G
140000000189;2014;SALVADOR;BA;22;M;1;2012;1;1;1;637.9;690.9;658.8;681.2;700;C
140000000190;2014;JUAZEIRO DO NORTE;CE;28;M;1;2004;1;1;2;464.8;535.2;509.1;437.4;540;C
140000000191;2014;CARIACICA;ES;21;F;1;2011;1;1;1;;;;;0;D
140000000192;2014;MACAPA;AP;34;F;1;2004;1;1;3;567.3;552.9;518.8;630.6;620;G
140000000193;2014;CAMPO LIMPO PAULISTA;SP;19;F;1;2012;1;1;1;539.6;635.8;582.1;569.4;600;E
140000000194;2014;SALVADOR;BA;38;F;1;2004;1;1;2;547.6;623.8;582.2;541.7;500;C
140000000195;2014;BRASILIA;DF;30;F;1;2004;1;1;4;;;;;0;C
140000000196;2014;SALVADOR;BA;17;F;2;;1;1;3;565.4;587.5;549.1;644.7;460;B
140000000197;2014;MONTES CLAROS;MG;24;F;1;2007;1;1;3;602;667.1;601.4;444.2;740;B
140000000198;2014;JOINVILLE;SC;19;M;1;2013;2;1;1;;;;;0;G
140000000199;2014;BETIM;MG;19;F;1;2013;1;1;1;498.2;556.2;562;523.5;660;G
140000000200;2014;SAO PAULO;SP;19;F;1;2012;1;1;1;455.9;588.5;531.1;565;500;E
140000000201;2014;BELEM;PA;49;M;1;2004;1;1;3;542.1;601.5;526.7;495.1;400;B
140000000202;2014;PORTO ALEGRE;RS;36;M;1;2004;1;1;1;;;;;0;D
140000000203;2014;NATAL;RN;20;F;1;2010;1;1;3;423.1;421.3;;;0;D
140000000204;2014;FOZ DO IGUACU;PR;18;F;1;2012;2;1;3;573.2;594.9;578.3;541.8;680;H
140000000205;2014;VITORIA DA CONQUISTA;BA;32;F;1;2004;1;1;3;;;;;0;C
140000000206;2014;RIO DE JANEIRO;RJ;22;M;3;;;;2;345.4;374.4;;;0;B
140000000207;2014;RECIFE;PE;21;M;1;2009;1;1;2;594;662.1;638.1;544.1;860;E
140000000208;2014;DIVINOPOLIS;MG;31;F;1;2004;1;1;3;;;;;0;C
140000000209;2014;ITABORAI;RJ;25;F;1;2008;1;1;1;469.9;433.9;454.4;349.6;720;D
140000000210;2014;MACEIO;AL;17;F;2;;1;1;2;514.7;609.4;557.1;566.6;620;B
140000000211;2014;BOA VISTA;RR;27;M;1;2010;1;2;3;;;;;0;C
140000000212;2014;VILA VELHA;ES;25;M;1;2006;1;1;2;501.1;566.7;540.7;640.6;600;E
140000000213;2014;SAO PAULO;SP;28;M;1;2004;1;1;2;;;;;0;D
140000000214;2014;ABREU E LIMA;PE;21;M;1;2010;1;1;3;561.8;533.4;571.7;596.7;600;C
140000000215;2014;BRASILIA;DF;22;M;4;;;;3;;;471.1;433.4;440;C
140000000216;2014;DIADEMA;SP;18;M;1;2013;2;1;3;594.5;637.9;594.5;579.6;560;K
140000000217;2014;OLINDA;PE;16;M;3;;;;0;422.9;582.1;415.2;658.4;280;G
140000000218;2014;SANTO ANTONIO DE JESUS;BA;21;M;1;2010;2;1;3;508.5;578;489.4;577.7;640;N
140000000219;2014;SALVADOR;BA;18;F;1;2013;1;1;3;524.4;529.1;486.2;496.5;520;B
140000000220;2014;UBERLANDIA;MG;34;F;1;2004;1;1;1;494.4;457.2;516.8;421.6;400;B
140000000221;2014;SAO PAULO;SP;31;F;1;2004;1;1;1;;;;;0;G
140000000222;2014;JOAO PESSOA;PB;55;F;1;2004;1;1;3;483.2;445.8;441.7;388.4;440;C
140000000223;2014;SALVADOR;BA;50;M;1;2004;1;1;3;;;;;0;A
140000000224;2014;SAO JOSE DO RIO PRETO;SP;23;M;4;;;;3;;;;;0;B
140000000225;2014;CAMPO LIMPO PAULISTA;SP;20;M;1;2011;1;1;3;472.7;605.5;571.7;617.8;660;B
140000000226;2014;NITEROI;RJ;36;M;1;2004;2;1;1;;;;;0;B
140000000227;2014;VIAMAO;RS;18;F;1;2013;1;1;3;442.2;580.1;537.1;348.1;740;C
140000000228;2014;CANOAS;RS;25;F;1;2007;1;1;1;603.5;664.2;621.6;560.1;740;D
140000000229;2014;SALVADOR;BA;23;M;1;2013;1;1;3;503.9;590.7;551;356.3;340;C
140000000230;2014;SAO PAULO;SP;25;F;4;;;;1;;;;;0;D
140000000231;2014;SANTA BARBARA D OESTE;SP;23;M;2;;1;2;2;;;;;0;C
140000000232;2014;VARGINHA;MG;25;M;4;;;;1;;;;;0;D
140000000233;2014;BRASILIA;DF;21;F;1;2011;1;1;3;;;;;0;C
140000000234;2014;VITORIA DA CONQUISTA;BA;28;F;1;2005;1;1;4;587.4;601.6;570.4;472.8;640;D
140000000235;2014;MANAUS;AM;40;M;1;2004;1;1;3;;;;;0;B
140000000236;2014;RIO DE JANEIRO;RJ;38;M;1;2013;2;1;3;472.6;539.2;426;381.5;360;E
140000000237;2014;PORTO ALEGRE;RS;23;M;3;;;;1;361.7;367.7;466.6;429.8;0;E
140000000238;2014;MANAUS;AM;26;F;1;2005;1;1;1;503;419.9;516.1;406.2;640;I
140000000239;2014;MANAUS;AM;30;M;1;2004;1;1;1;;;;;0;F
140000000240;2014;MARACANAU;CE;24;F;1;2007;1;1;4;574.1;639.1;592.8;551.1;760;C
140000000241;2014;GARANHUNS;PE;33;F;1;2004;1;1;4;;;;;0;B
140000000242;2014;JOAO PESSOA;PB;23;M;1;2011;1;2;1;349.2;386.4;481.6;389.7;320;C
140000000243;2014;SALVADOR;BA;20;M;1;2010;1;1;3;418.2;512.9;510.2;631.1;540;B
140000000244;2014;SALVADOR;BA;18;F;2;;1;1;3;465.3;505.4;520.5;420.4;800;B
140000000245;2014;FORTALEZA;CE;16;F;3;;;;1;502.4;597.6;602.1;369.9;440;D
140000000246;2014;CARPINA;PE;21;F;1;2013;1;1;3;453.9;415.3;494.9;447.2;260;B
140000000247;2014;SALVADOR;BA;23;F;1;2009;1;2;3;565.3;567.6;560.3;589.1;320;B
140000000248;2014;CURITIBA;PR;34;M;4;;;;1;;;;;0;G
140000000249;2014;APARECIDA DE GOIANIA;GO;24;F;1;2008;1;1;1;512.7;606.1;564.5;508.7;520;C
140000000250;2014;FEIRA DE SANTANA;BA;25;F;1;2009;1;1;3;;;;;0;B
140000000251;2014;SAO PAULO;SP;21;F;1;2011;1;1;1;;;;;0;C
140000000252;2014;CAMPINA GRANDE;PB;33;M;1;2004;2;1;1;591.5;604.8;532.7;651.5;520;B
140000000253;2014;SAO PAULO;SP;18;F;1;2013;2;1;4;458.9;475.8;523.8;388;620;J
140000000254;2014;SAO PAULO;SP;23;M;1;2009;1;1;3;;;;;0;H
140000000255;2014;PINHAIS;PR;24;F;4;;;;3;439.9;531.6;;;0;B
140000000256;2014;SOBRAL;CE;20;M;1;2011;1;1;1;561.1;618.4;586.9;609.1;580;B
140000000257;2014;FORTALEZA;CE;23;M;1;2013;1;2;3;488.5;577.5;598.2;461.1;460;B
140000000258;2014;ITABUNA;BA;54;F;1;2011;1;1;3;479.4;477.9;357.8;369.7;0;B
140000000259;2014;FEIRA DE SANTANA;BA;22;M;1;2011;1;1;3;536.5;665.6;618.8;547;920;B
140000000260;2014;DIADEMA;SP;26;M;1;2013;1;2;2;387.5;582.8;453;398.3;540;B
140000000261;2014;SAO CARLOS;SP;26;F;1;2005;2;1;4;654.1;703.2;672.3;870.1;760;O
140000000262;2014;CAMPO GRANDE;MS;36;F;1;2004;1;1;3;;;;;0;B
140000000263;2014;BRASILIA;DF;27;F;1;2006;1;1;1;;;;;0;C
140000000264;2014;BOA VISTA;RR;44;F;4;;;;2;516;569;451.6;400.8;360;C
140000000265;2014;JUAZEIRO DO NORTE;CE;17;M;3;;;;1;532.3;625;577.9;530.8;740;C
140000000266;2014;MOSSORO;RN;21;F;4;;;;1;480.6;524.5;447.5;457.5;400;B
140000000267;2014;RIO CLARO;SP;23;F;1;2009;1;1;1;421.8;550.2;596.8;485.7;560;B
140000000268;2014;SAO JOAO DE MERITI;RJ;20;F;1;2011;2;1;1;435.4;506.4;519.6;375.7;620;E
140000000269;2014;PORTO ALEGRE;RS;54;M;1;2004;1;1;1;634.2;732.8;626.4;725.3;680;P
140000000270;2014;MACEIO;AL;27;F;3;;;;3;423.3;497;375;348.8;0;B
140000000271;2014;BELEM;PA;21;M;1;2013;1;1;3;;;;;0;C
140000000272;2014;VITORIA DE SANTO ANTAO;PE;19;F;1;2011;1;1;2;419.8;512.8;488.2;329.8;600;C
140000000273;2014;MACEIO;AL;18;M;1;2013;1;1;3;;;;;0;C
140000000274;2014;BRASILIA;DF;27;M;1;2006;1;2;2;493.8;557.3;480.5;361.6;400;D
140000000275;2014;FEIRA DE SANTANA;BA;18;F;3;;;;2;416.8;437.3;342;430.3;440;B
140000000276;2014;JABOATAO DOS GUARARAPES;PE;36;M;1;2004;1;1;0;653.5;606.2;563.9;728.8;380;E
140000000277;2014;RIO DE JANEIRO;RJ;35;F;1;2004;2;1;1;648.9;644.2;631.1;453.9;800;H
140000000278;2014;PAULISTA;PE;21;M;1;2012;1;1;2;641.8;704.9;664.8;798.8;780;G
